"X","Y","ID","0to15cm"
146.63448,-26.24834,38414,0.0517331856963233
151.88392,-28.00699,47014,0.0325061276723177
145.33447,-23.04837,39414,0.0536343787778274
143.3969,-13.08295,26214,0.0243389214371131
151.50718,-27.39888,68214,0.0409950968597925
150.39945,-26.81283,54614,0.0201054463439303
144.40703,-17.95478,9314,0.0319814038156624
151.46736,-27.70135,45614,0.0296045584735722
148.49823,-20.37338,31714,0.0292329976393976
150.13216,-22.93816,11614,0.0445522309571555
148.57522,-27.37144,46114,0.0581518708176523
151.60195,-28.05786,31814,0.0279596344574825
151.90225,-28.89186,13614,0.0853030745133108
144.89673,-26.60726,46014,0.066378496013901
152.77465,-26.8224,89214,0.0788921554726073
150.13778,-28.1894,4714,0.0736768118060256
152.82634,-25.51055,2715,0.0831478173048965
145.41841,-17.53388,44615,0.0310308301362687
144.30119,-26.61512,515,0.0681705516070215
146.71231,-19.27595,28815,0.0487744409222106
149.19956,-21.15949,24815,0.0261806065202597
147.29034,-20.29305,21715,0.0432858529832383
152.16733,-24.89975,26815,0.0312524432542208
147.7375,-20.55526,43915,0.0487858114287753
150.74953,-23.05435,28015,0.0426737850903232
146.76781,-26.36501,38415,0.0457987310226887
151.88471,-28.00619,47015,0.0393787671746127
144.84689,-15.90529,95215,0.0790198762169706
143.39986,-13.10661,26215,0.0283288143482549
151.559,-27.38047,68215,0.059983625560792
150.37851,-26.89239,54615,0.0412421154342792
149.94323,-24.57402,36915,0.0596479174330446
151.66696,-27.83257,45615,0.0365080369827765
148.45442,-20.37601,31715,0.0904650134632956
150.13261,-22.93546,11615,0.0563590435023274
149.369,-27.42452,46115,0.0679430625452016
151.6768,-28.09381,31815,0.0788478529855101
145.79652,-19.34377,61315,0.0452025523533039
152.01573,-28.20507,13615,0.0222923961419902
144.90027,-26.62705,46015,0.0660715570969341
152.55954,-26.95124,89215,0.0781538752822852
150.16498,-28.08442,4715,0.0692449685304393
151.96067,-25.45288,15616,0.0314599713086252
150.86952,-25.41312,13116,0.0304160702565576
152.24549,-24.82463,2716,0.0426461880265673
145.37206,-16.58107,44616,0.0423525186235369
144.28453,-26.54846,516,0.0579557021472648
152.62649,-27.86183,23716,0.0367365286089538
146.68279,-19.26588,28816,0.0885162408330618
147.40672,-19.92956,21716,0.031711733375801
152.13196,-24.86072,26816,0.044566713951542
147.73864,-20.55281,43916,0.0453455960929494
152.70163,-26.85303,66316,0.0258538177925421
146.96781,-26.23168,38416,0.0288910783044629
142.25759,-22.21411,11516,0.0581415079527481
144.443,-15.57183,39016,0.0348582768418556
149.99166,-26.57329,54616,0.0419143195578578
151.62075,-27.592,45616,0.0336664968292878
148.41707,-20.35125,31716,0.0178180135298911
150.13224,-22.93447,11616,0.0612147709152329
151.56708,-28.07836,13616,0.0332478779084663
146.60476,-25.86523,46016,0.0515027233795232
152.59682,-26.94078,89216,0.0755627654575678
150.16694,-28.08717,4716,0.0695203957191325
151.94027,-25.45454,15617,0.0493194246728857
152.27096,-24.82306,2717,0.0505292924647734
